coupon_id,owner_id,category_id,brand_id,discount_type,discount_value,minimum_purchase,issue_date,expiry_date,coupon_value,status,city,source,transferable,validity_duration_days,effective_discount_pct,total_views_count,avg_view_duration,total_requests_count,total_usage_count,swap_offered_count,swap_requested_count,request_conversion_rate
CP1419,U0332,CAT03,B009,percentage,29.9,1499,2023-08-09,2024-07-29,1509.73,expired,Jaipur,gifted,no,355,29.9,5,114.4,0,0,0,1,0.0
CP1420,U0306,CAT07,B025,percentage,56.4,199,2023-11-30,2024-07-07,3023.87,available,Hyderabad,earned,yes,220,56.4,3,233.33,1,0,0,0,0.3333
CP1421,U0148,CAT09,B030,percentage,41.7,299,2023-03-25,2023-07-03,3656.84,available,Chennai,earned,yes,100,41.7,0,0.0,0,0,0,0,0.0
CP1422,U0476,CAT01,B002,percentage,54.4,1499,2023-04-04,2023-06-07,3906.71,available,Ahmedabad,earned,no,64,54.4,3,143.0,2,0,0,0,0.6667
CP1423,U0375,CAT08,B027,percentage,25.3,199,2024-10-19,2025-08-24,3106.55,claimed,Surat,earned,yes,309,25.3,1,138.0,1,0,0,0,1.0
CP1424,U0052,CAT03,B011,percentage,68.1,499,2023-05-24,2023-11-30,622.5,claimed,Nagpur,gifted,yes,190,68.1,5,183.0,0,2,0,0,0.0
CP1425,U0025,CAT08,B027,percentage,73.7,299,2024-06-25,2025-06-16,1577.14,available,Indore,gifted,no,356,73.7,0,0.0,0,0,0,0,0.0
CP1426,U0153,CAT08,B027,flat,150.0,499,2024-01-01,2024-04-12,4375.53,expired,Lucknow,purchased,no,102,3.43,3,144.67,1,0,0,1,0.3333
CP1427,U0103,CAT02,B007,percentage,57.7,299,2024-08-07,2025-04-29,1482.46,swapped,Kolkata,purchased,yes,265,57.7,3,240.0,0,0,0,1,0.0
CP1428,U0112,CAT08,B029,percentage,21.7,499,2023-05-08,2024-03-04,461.57,expired,Kolkata,purchased,yes,301,21.7,2,272.0,0,0,0,0,0.0
CP1429,U0035,CAT07,B024,percentage,43.0,299,2023-06-29,2024-05-09,3982.3,claimed,Nagpur,purchased,no,315,43.0,0,0.0,0,0,0,0,0.0
CP1430,U0063,CAT09,B031,percentage,56.3,499,2023-11-17,2024-03-18,3472.97,available,Kolkata,referral,yes,122,56.3,2,199.5,0,0,1,0,0.0
CP1431,U0218,CAT08,B029,percentage,43.4,1499,2023-04-20,2023-11-18,2417.91,available,Chandigarh,gifted,no,212,43.4,2,253.5,0,0,0,0,0.0
CP1432,U0478,CAT08,B029,percentage,17.2,0,2024-02-12,2025-01-08,4935.34,available,Chandigarh,purchased,no,331,17.2,1,87.0,1,0,0,0,1.0
CP1433,U0313,CAT07,B026,flat,200.0,999,2023-12-16,2024-02-10,2896.82,expired,Delhi,purchased,no,56,6.9,2,289.0,0,0,0,0,0.0
CP1434,U0084,CAT08,B027,percentage,44.8,0,2023-08-28,2024-03-19,3536.15,claimed,Bhopal,earned,no,204,44.8,2,234.5,1,1,0,0,0.5
CP1435,U0398,CAT05,B018,flat,300.0,999,2023-10-11,2024-07-30,1522.83,expired,Vadodara,earned,no,293,19.7,1,127.0,1,0,0,1,1.0
CP1436,U0326,CAT08,B027,percentage,70.8,1499,2024-05-17,2024-12-01,2876.52,expired,Ahmedabad,referral,yes,198,70.8,1,192.0,0,1,0,0,0.0
CP1437,U0375,CAT10,B033,percentage,10.4,999,2024-08-20,2025-05-13,3065.55,swapped,Bengaluru,earned,no,266,10.4,2,152.5,0,1,0,0,0.0
CP1438,U0237,CAT09,B032,percentage,50.6,0,2024-04-07,2024-06-17,4634.84,expired,Visakhapatnam,purchased,no,71,50.6,1,248.0,0,0,0,0,0.0
CP1439,U0390,CAT06,B021,flat,150.0,1999,2024-03-11,2024-12-20,841.39,swapped,Visakhapatnam,purchased,yes,284,17.83,1,116.0,1,0,0,0,1.0
CP1440,U0059,CAT04,B013,percentage,42.7,1999,2024-03-20,2025-01-18,455.48,available,Nagpur,earned,yes,304,42.7,2,69.5,0,0,0,0,0.0
CP1441,U0337,CAT05,B019,percentage,71.6,1999,2023-01-24,2024-01-05,4832.05,expired,Chennai,earned,no,346,71.6,2,205.0,0,0,0,0,0.0
CP1442,U0474,CAT08,B029,percentage,28.7,499,2024-07-27,2025-03-31,2946.75,available,Kochi,purchased,no,247,28.7,1,166.0,0,0,0,0,0.0
CP1443,U0100,CAT09,B032,flat,400.0,199,2023-01-13,2023-07-25,3383.01,available,Hyderabad,purchased,yes,193,11.82,0,0.0,0,0,0,0,0.0
CP1444,U0437,CAT10,B033,percentage,76.9,999,2024-06-29,2024-10-01,4924.56,available,Surat,gifted,yes,94,76.9,2,107.0,1,0,0,0,0.5
CP1445,U0409,CAT07,B024,percentage,56.8,0,2023-12-02,2024-09-30,4285.15,expired,Delhi,purchased,yes,303,56.8,0,0.0,1,1,0,0,0.0
CP1446,U0464,CAT03,B011,percentage,39.6,299,2024-02-15,2024-04-20,4666.7,expired,Visakhapatnam,gifted,no,65,39.6,3,120.0,1,0,0,1,0.3333
CP1447,U0261,CAT07,B024,flat,75.0,1499,2023-08-11,2024-03-06,3017.94,claimed,Kolkata,gifted,yes,208,2.49,1,293.0,0,1,0,0,0.0
CP1448,U0188,CAT01,B003,percentage,78.2,1499,2024-03-16,2024-05-31,4780.35,claimed,Pune,purchased,no,76,78.2,1,274.0,1,0,0,0,1.0
CP1449,U0178,CAT07,B025,percentage,41.6,1999,2023-07-10,2024-02-07,4392.24,available,Lucknow,purchased,yes,212,41.6,3,178.33,0,0,0,0,0.0
CP1450,U0279,CAT03,B010,percentage,18.6,999,2023-01-29,2023-05-20,2138.03,expired,Chandigarh,gifted,no,111,18.6,2,88.0,0,2,0,0,0.0
CP1451,U0036,CAT04,B015,percentage,11.2,1999,2023-09-19,2024-02-27,3538.74,available,Delhi,referral,no,161,11.2,2,54.5,1,1,0,0,0.5
CP1452,U0471,CAT06,B023,flat,250.0,299,2024-07-02,2025-06-22,2077.49,available,Kochi,referral,yes,355,12.03,0,0.0,1,0,0,0,0.0
CP1453,U0074,CAT04,B013,percentage,78.5,499,2023-01-09,2023-06-23,2127.51,available,Visakhapatnam,referral,no,165,78.5,0,0.0,0,1,0,1,0.0
CP1454,U0304,CAT05,B019,percentage,44.7,299,2024-08-15,2025-01-09,3981.52,swapped,Patna,gifted,yes,147,44.7,2,129.0,1,0,0,0,0.5
CP1455,U0321,CAT07,B025,percentage,57.1,1499,2024-11-06,2025-10-12,4603.34,claimed,Chennai,gifted,no,340,57.1,2,144.5,0,0,0,0,0.0
CP1456,U0439,CAT10,B036,flat,250.0,1499,2023-12-26,2024-03-22,1223.79,expired,Surat,gifted,no,87,20.43,2,230.5,1,2,0,0,0.5
CP1457,U0329,CAT03,B012,percentage,24.9,499,2023-07-21,2023-08-30,4039.92,swapped,Hyderabad,earned,no,40,24.9,2,133.5,1,0,0,0,0.5
CP1458,U0390,CAT05,B017,percentage,76.0,999,2024-08-27,2025-06-10,4510.67,claimed,Kolkata,gifted,no,287,76.0,4,163.5,2,1,0,0,0.5
CP1459,U0390,CAT06,B023,percentage,22.6,499,2024-02-19,2024-08-12,2275.06,expired,Hyderabad,purchased,yes,175,22.6,0,0.0,0,1,1,0,0.0
CP1460,U0263,CAT10,B033,percentage,13.5,1999,2023-12-24,2024-04-30,3202.73,available,Mumbai,purchased,yes,128,13.5,2,126.5,1,0,0,0,0.5
CP1461,U0035,CAT07,B024,percentage,64.1,1499,2023-02-10,2023-07-24,4244.54,swapped,Pune,referral,yes,164,64.1,1,136.0,0,0,0,0,0.0
CP1462,U0011,CAT06,B022,percentage,5.5,0,2023-10-14,2023-12-16,3551.02,claimed,Patna,earned,no,63,5.5,0,0.0,0,2,0,0,0.0
CP1463,U0330,CAT02,B006,percentage,32.8,0,2023-09-03,2024-07-11,344.51,claimed,Vadodara,gifted,yes,312,32.8,0,0.0,1,0,0,0,0.0
CP1464,U0244,CAT03,B011,percentage,39.9,199,2024-08-24,2025-07-05,3734.82,swapped,Patna,gifted,yes,315,39.9,3,77.0,0,0,0,0,0.0
CP1465,U0095,CAT03,B011,percentage,42.2,299,2023-11-02,2024-02-13,119.24,expired,Kolkata,purchased,yes,103,42.2,0,0.0,0,0,0,0,0.0
CP1466,U0051,CAT02,B005,percentage,27.9,1499,2024-06-22,2025-02-27,1938.34,available,Mumbai,purchased,no,250,27.9,4,132.5,1,0,0,0,0.25
CP1467,U0017,CAT08,B029,flat,50.0,999,2023-06-05,2023-07-22,1709.34,expired,Chandigarh,referral,no,47,2.93,2,113.0,1,3,0,0,0.5
CP1468,U0016,CAT03,B009,percentage,19.7,0,2024-07-10,2025-06-03,1727.87,claimed,Surat,purchased,yes,328,19.7,3,196.0,1,1,1,0,0.3333
CP1469,U0014,CAT08,B027,percentage,76.6,1999,2024-07-30,2024-09-04,2333.9,claimed,Bengaluru,purchased,yes,36,76.6,0,0.0,0,1,0,0,0.0
CP1470,U0290,CAT08,B027,percentage,13.2,0,2024-07-07,2025-02-16,3729.06,claimed,Bengaluru,earned,no,224,13.2,2,202.5,0,1,0,0,0.0
CP1471,U0446,CAT03,B010,percentage,65.3,1499,2023-09-17,2024-03-26,3878.7,expired,Hyderabad,referral,yes,191,65.3,3,56.67,0,0,0,0,0.0
CP1472,U0428,CAT10,B034,percentage,79.5,0,2023-03-12,2023-12-09,2301.2,available,Bhopal,purchased,yes,272,79.5,0,0.0,0,0,0,0,0.0
CP1473,U0185,CAT04,B015,percentage,64.0,199,2023-05-15,2023-09-16,509.57,available,Ahmedabad,gifted,yes,124,64.0,1,211.0,1,1,0,0,1.0
CP1474,U0299,CAT10,B035,flat,100.0,299,2024-11-11,2024-12-19,1560.2,expired,Nagpur,referral,no,38,6.41,2,58.5,0,0,0,0,0.0
CP1475,U0181,CAT10,B033,percentage,18.7,299,2024-10-18,2025-10-03,517.15,swapped,Nagpur,gifted,no,350,18.7,4,53.0,1,0,0,0,0.25
CP1476,U0139,CAT10,B035,flat,50.0,299,2024-11-24,2025-03-02,4144.45,available,Coimbatore,gifted,no,98,1.21,1,115.0,0,0,0,0,0.0
CP1477,U0490,CAT01,B002,percentage,48.1,999,2023-04-24,2023-11-03,2928.14,expired,Chennai,earned,no,193,48.1,2,86.5,0,0,0,0,0.0
CP1478,U0065,CAT05,B020,percentage,46.7,199,2024-06-10,2025-02-10,2344.86,swapped,Mumbai,gifted,no,245,46.7,0,0.0,0,1,1,0,0.0
CP1479,U0421,CAT05,B020,percentage,43.3,1499,2023-08-25,2024-05-05,2809.58,available,Patna,purchased,yes,254,43.3,1,223.0,0,0,0,0,0.0
CP1480,U0154,CAT08,B028,percentage,47.5,0,2023-03-29,2023-12-07,299.24,claimed,Visakhapatnam,referral,yes,253,47.5,2,29.5,1,1,0,0,0.5
CP1481,U0118,CAT07,B026,flat,100.0,299,2023-07-22,2024-02-03,2724.65,claimed,Jaipur,gifted,yes,196,3.67,2,182.0,0,0,0,0,0.0
CP1482,U0164,CAT09,B030,percentage,48.1,299,2024-06-24,2025-02-19,2186.88,available,Mumbai,purchased,yes,240,48.1,2,262.5,0,0,0,0,0.0
CP1483,U0463,CAT04,B016,flat,100.0,299,2023-01-15,2023-08-16,57.38,available,Kolkata,purchased,yes,213,174.28,3,169.67,0,0,1,0,0.0
CP1484,U0123,CAT01,B004,percentage,26.9,999,2024-02-17,2024-11-05,600.59,available,Visakhapatnam,gifted,yes,262,26.9,2,185.0,1,2,0,0,0.5
CP1485,U0489,CAT02,B007,percentage,64.9,1999,2023-01-24,2023-12-16,4259.45,available,Ahmedabad,earned,yes,326,64.9,3,235.0,0,1,1,0,0.0
CP1486,U0379,CAT08,B027,flat,500.0,1499,2024-08-14,2025-05-06,3107.99,available,Coimbatore,earned,no,265,16.09,0,0.0,0,1,1,0,0.0
CP1487,U0133,CAT05,B017,flat,500.0,499,2024-03-11,2024-12-11,1262.47,available,Vadodara,earned,no,275,39.6,5,156.6,0,0,0,0,0.0
CP1488,U0043,CAT04,B014,percentage,71.8,0,2023-09-08,2024-05-23,2640.79,available,Bengaluru,earned,no,258,71.8,2,193.5,0,2,0,0,0.0
CP1489,U0499,CAT05,B019,percentage,61.9,0,2023-11-13,2024-02-27,986.11,available,Mumbai,purchased,yes,106,61.9,1,248.0,1,1,0,0,1.0
CP1490,U0193,CAT06,B021,percentage,35.8,999,2024-04-02,2024-10-13,3055.69,available,Patna,referral,no,194,35.8,3,258.0,0,1,1,1,0.0
CP1491,U0282,CAT07,B025,percentage,58.7,199,2023-04-08,2023-06-06,1371.63,claimed,Mumbai,earned,yes,59,58.7,1,289.0,0,0,1,0,0.0
CP1492,U0306,CAT09,B030,flat,150.0,1999,2024-06-09,2025-02-22,1480.48,available,Chandigarh,purchased,no,258,10.13,1,217.0,1,1,0,0,1.0
CP1493,U0117,CAT09,B030,percentage,56.7,1999,2023-05-20,2024-02-13,4568.08,claimed,Kolkata,gifted,yes,269,56.7,3,167.67,1,0,0,0,0.3333
CP1494,U0045,CAT04,B015,flat,50.0,199,2023-01-09,2023-07-08,3117.79,swapped,Coimbatore,referral,no,180,1.6,2,199.0,1,1,0,0,0.5
CP1495,U0403,CAT02,B005,flat,75.0,1499,2024-10-05,2025-02-02,4874.04,available,Mumbai,purchased,no,120,1.54,2,231.5,1,0,0,0,0.5
CP1496,U0136,CAT02,B005,percentage,50.1,499,2023-08-13,2023-10-10,2071.57,available,Ahmedabad,earned,yes,58,50.1,2,68.0,1,0,0,1,0.5
CP1497,U0463,CAT08,B027,percentage,59.3,199,2023-06-29,2023-11-08,2860.6,swapped,Bhopal,purchased,yes,132,59.3,2,25.0,1,0,0,0,0.5
CP1498,U0006,CAT03,B009,flat,200.0,499,2024-06-29,2025-02-05,3690.37,available,Surat,purchased,no,221,5.42,2,235.0,0,0,0,0,0.0
CP1499,U0458,CAT05,B020,flat,200.0,199,2024-11-01,2025-03-01,4893.42,available,Pune,referral,no,120,4.09,0,0.0,1,1,0,0,0.0
CP1500,U0188,CAT07,B024,percentage,11.6,499,2023-08-31,2023-10-03,3609.93,expired,Kolkata,referral,no,33,11.6,3,150.0,0,1,0,1,0.0
CP1501,U0252,CAT08,B027,percentage,31.2,499,2024-03-07,2024-05-18,2697.05,available,Surat,earned,yes,72,31.2,3,184.67,0,0,0,0,0.0
CP1502,U0261,CAT08,B029,flat,300.0,499,2024-04-08,2024-05-09,4244.15,expired,Chandigarh,referral,no,31,7.07,2,132.0,0,0,0,1,0.0
CP1503,U0453,CAT03,B010,percentage,10.7,499,2024-09-28,2025-06-11,4268.89,available,Jaipur,earned,no,256,10.7,2,125.0,2,0,0,0,1.0
CP1504,U0328,CAT08,B028,flat,100.0,199,2024-08-15,2024-10-14,1839.95,available,Hyderabad,earned,no,60,5.43,2,134.5,1,0,0,0,0.5
CP1505,U0121,CAT09,B032,percentage,27.6,299,2023-05-30,2023-09-01,4327.27,expired,Lucknow,purchased,no,94,27.6,2,49.5,0,0,0,0,0.0
CP1506,U0405,CAT07,B026,percentage,13.3,1499,2023-03-30,2023-10-18,2192.48,available,Kochi,purchased,no,202,13.3,1,46.0,1,0,0,1,1.0
CP1507,U0411,CAT10,B034,percentage,35.0,299,2024-12-08,2025-05-28,3231.95,available,Hyderabad,purchased,no,171,35.0,2,241.0,1,0,1,0,0.5
CP1508,U0120,CAT04,B013,percentage,39.8,299,2023-01-03,2023-09-09,1165.47,expired,Lucknow,gifted,yes,249,39.8,1,222.0,2,1,0,2,2.0
CP1509,U0208,CAT02,B007,percentage,36.5,299,2023-01-24,2023-09-18,4337.55,available,Hyderabad,earned,yes,237,36.5,1,295.0,0,0,0,0,0.0
CP1510,U0337,CAT03,B009,percentage,70.9,1499,2023-11-15,2024-03-24,1430.88,expired,Chennai,purchased,yes,130,70.9,3,112.67,1,1,0,0,0.3333
CP1511,U0003,CAT02,B008,percentage,50.8,1999,2024-06-24,2025-02-26,4732.54,claimed,Hyderabad,earned,no,247,50.8,0,0.0,0,1,1,0,0.0
CP1512,U0054,CAT01,B001,percentage,9.7,999,2024-12-16,2025-04-28,2261.27,expired,Vadodara,earned,yes,133,9.7,4,164.5,0,0,1,1,0.0
CP1513,U0153,CAT02,B005,flat,50.0,499,2023-01-14,2023-05-31,4075.79,available,Nagpur,earned,no,137,1.23,4,222.25,0,0,0,0,0.0
CP1514,U0453,CAT09,B031,percentage,61.2,199,2024-10-07,2025-05-23,3814.77,swapped,Vadodara,referral,yes,228,61.2,1,189.0,0,1,0,0,0.0
CP1515,U0421,CAT09,B031,percentage,53.6,999,2024-10-13,2025-07-08,1676.85,available,Mumbai,earned,yes,268,53.6,4,161.75,0,0,1,0,0.0
CP1516,U0012,CAT04,B016,percentage,30.3,499,2023-06-19,2023-09-18,4616.99,claimed,Indore,gifted,yes,91,30.3,5,177.6,1,1,0,0,0.2
CP1517,U0058,CAT08,B027,flat,50.0,499,2023-08-21,2024-05-16,573.63,available,Visakhapatnam,purchased,no,269,8.72,1,266.0,0,0,0,0,0.0
CP1518,U0252,CAT03,B010,flat,300.0,1999,2023-09-15,2024-06-17,647.04,available,Surat,earned,yes,276,46.36,4,231.25,0,1,0,0,0.0
CP1519,U0409,CAT08,B028,percentage,13.0,299,2023-01-08,2023-05-11,2757.8,expired,Coimbatore,gifted,no,123,13.0,5,153.6,0,1,1,1,0.0
CP1520,U0100,CAT08,B029,percentage,17.7,1999,2023-09-21,2024-03-19,3851.76,available,Chandigarh,referral,yes,180,17.7,3,183.33,1,0,0,1,0.3333
CP1521,U0343,CAT02,B008,percentage,64.2,1999,2024-01-29,2025-01-01,1943.01,available,Indore,purchased,no,338,64.2,1,114.0,0,0,0,0,0.0
CP1522,U0318,CAT01,B004,flat,250.0,1499,2023-03-09,2023-11-17,636.05,claimed,Kochi,earned,yes,253,39.31,1,25.0,0,2,1,1,0.0
CP1523,U0422,CAT02,B007,percentage,13.7,199,2024-02-21,2024-08-21,1972.56,available,Mumbai,purchased,no,182,13.7,2,95.0,0,0,0,0,0.0
CP1524,U0360,CAT01,B003,flat,100.0,1499,2023-10-16,2024-03-02,3489.45,claimed,Pune,earned,no,138,2.87,2,239.0,1,0,0,0,0.5
CP1525,U0468,CAT09,B031,percentage,21.5,0,2023-01-11,2023-07-14,3706.02,claimed,Bengaluru,earned,no,184,21.5,1,277.0,3,1,0,0,3.0
CP1526,U0244,CAT04,B013,percentage,32.6,1499,2023-03-14,2023-10-23,1855.41,expired,Coimbatore,referral,no,223,32.6,2,87.5,1,2,0,0,0.5
CP1527,U0442,CAT07,B026,flat,150.0,299,2024-11-14,2025-10-24,1201.73,claimed,Bengaluru,purchased,yes,344,12.48,2,174.5,0,0,1,0,0.0
CP1528,U0252,CAT02,B007,flat,300.0,999,2023-09-23,2024-01-10,4110.3,claimed,Bhopal,referral,yes,109,7.3,3,136.67,0,0,0,0,0.0
CP1529,U0280,CAT06,B022,percentage,30.3,1999,2023-04-24,2023-08-02,427.98,available,Nagpur,gifted,yes,100,30.3,5,117.2,1,2,0,0,0.2
CP1530,U0051,CAT03,B010,percentage,62.4,299,2024-05-24,2025-03-09,1843.29,available,Delhi,earned,no,289,62.4,1,280.0,1,0,0,0,1.0
CP1531,U0403,CAT03,B010,flat,50.0,299,2023-06-07,2023-12-05,2203.9,expired,Kochi,earned,no,181,2.27,2,247.0,3,1,0,0,1.5
CP1532,U0014,CAT08,B028,percentage,31.9,499,2024-03-28,2024-06-18,1057.69,expired,Indore,purchased,no,82,31.9,1,103.0,1,0,0,1,1.0
CP1533,U0341,CAT05,B020,percentage,53.1,1499,2023-08-24,2024-05-26,352.95,available,Surat,gifted,yes,276,53.1,4,178.5,1,2,0,0,0.25
CP1534,U0431,CAT09,B030,flat,400.0,299,2023-10-31,2024-01-06,2541.11,available,Indore,earned,no,67,15.74,2,88.5,0,0,0,0,0.0
CP1535,U0207,CAT01,B002,percentage,29.9,199,2024-02-08,2024-12-04,4472.84,available,Visakhapatnam,earned,yes,300,29.9,2,267.5,1,0,1,0,0.5
CP1536,U0457,CAT08,B028,percentage,15.2,499,2024-04-01,2025-03-31,3431.8,available,Bengaluru,referral,yes,364,15.2,3,186.33,0,1,0,1,0.0
CP1537,U0355,CAT06,B021,flat,300.0,199,2024-05-02,2024-12-31,1822.77,available,Visakhapatnam,gifted,no,243,16.46,0,0.0,1,0,0,0,0.0
CP1538,U0265,CAT10,B033,percentage,55.4,999,2023-01-31,2023-07-14,4968.56,claimed,Pune,purchased,no,164,55.4,1,122.0,2,0,0,0,2.0
CP1539,U0484,CAT06,B021,percentage,31.0,1999,2023-01-27,2023-11-21,3039.72,available,Kolkata,earned,yes,298,31.0,2,157.5,0,1,1,0,0.0
CP1540,U0161,CAT06,B023,flat,300.0,199,2023-09-21,2023-10-25,3424.97,expired,Bhopal,gifted,no,34,8.76,5,169.2,1,2,0,0,0.2
CP1541,U0177,CAT09,B032,flat,400.0,299,2024-12-28,2025-07-19,835.99,swapped,Patna,earned,yes,203,47.85,1,44.0,0,0,0,0,0.0
CP1542,U0384,CAT04,B015,percentage,18.6,1999,2023-08-04,2024-03-27,694.68,expired,Chennai,purchased,yes,236,18.6,2,148.0,1,1,0,0,0.5
CP1543,U0426,CAT03,B010,percentage,13.0,299,2023-03-18,2023-12-10,3273.68,claimed,Vadodara,purchased,no,267,13.0,3,132.33,1,0,0,0,0.3333
CP1544,U0453,CAT02,B008,percentage,63.5,999,2023-06-11,2024-05-21,1891.15,available,Coimbatore,gifted,yes,345,63.5,1,63.0,1,1,0,0,1.0
CP1545,U0005,CAT01,B003,percentage,12.8,199,2024-03-11,2025-01-31,2943.34,expired,Chennai,purchased,yes,326,12.8,1,6.0,0,1,0,0,0.0
CP1546,U0095,CAT07,B026,flat,50.0,1499,2023-04-08,2023-09-21,2017.73,claimed,Bengaluru,purchased,yes,166,2.48,2,105.5,0,0,0,1,0.0
CP1547,U0413,CAT02,B008,percentage,71.5,0,2023-01-20,2023-06-09,2030.31,available,Delhi,referral,yes,140,71.5,2,43.5,1,0,1,0,0.5
CP1548,U0094,CAT01,B003,percentage,20.7,299,2024-02-28,2024-11-18,4588.26,available,Pune,referral,no,264,20.7,2,185.0,2,1,1,0,1.0
CP1549,U0003,CAT03,B011,flat,300.0,999,2023-09-05,2024-07-15,1150.35,claimed,Chandigarh,earned,no,314,26.08,1,100.0,0,1,0,0,0.0
CP1550,U0167,CAT05,B017,percentage,31.2,0,2024-09-19,2025-07-27,3509.46,available,Vadodara,purchased,no,311,31.2,3,188.33,0,0,0,1,0.0
CP1551,U0061,CAT03,B012,percentage,69.6,1999,2023-06-13,2024-05-01,1968.7,available,Delhi,purchased,no,323,69.6,2,49.0,0,1,0,0,0.0
CP1552,U0331,CAT01,B002,flat,300.0,299,2024-04-08,2024-11-26,4129.11,claimed,Chennai,earned,no,232,7.27,3,161.33,0,1,0,0,0.0
CP1553,U0192,CAT06,B021,percentage,24.9,0,2024-10-03,2025-08-29,2290.59,available,Coimbatore,gifted,yes,330,24.9,2,155.5,0,0,0,0,0.0
CP1554,U0087,CAT07,B026,percentage,32.3,0,2024-02-27,2024-04-08,2750.92,expired,Hyderabad,earned,yes,41,32.3,3,124.33,0,0,0,0,0.0
CP1555,U0452,CAT10,B033,percentage,62.9,1999,2024-01-16,2024-07-17,1229.07,available,Jaipur,gifted,yes,183,62.9,1,291.0,1,0,0,0,1.0
CP1556,U0106,CAT10,B034,percentage,16.8,199,2023-07-17,2023-12-20,82.47,available,Kochi,purchased,yes,156,16.8,7,122.71,0,1,0,0,0.0
CP1557,U0317,CAT06,B023,flat,250.0,1499,2023-03-02,2023-05-29,1169.9,available,Surat,earned,yes,88,21.37,3,63.33,2,0,0,0,0.6667
CP1558,U0356,CAT04,B016,percentage,66.0,1999,2024-07-27,2025-01-18,1080.35,available,Pune,purchased,yes,175,66.0,4,149.0,0,0,0,1,0.0
CP1559,U0004,CAT05,B018,percentage,17.2,1999,2024-03-12,2024-06-17,2710.15,available,Coimbatore,referral,yes,97,17.2,2,94.5,0,1,0,0,0.0
CP1560,U0083,CAT02,B006,flat,200.0,999,2023-10-04,2023-12-19,334.78,expired,Vadodara,gifted,yes,76,59.74,2,85.0,0,0,0,0,0.0
CP1561,U0039,CAT01,B001,percentage,77.5,499,2024-02-16,2024-06-26,2325.94,claimed,Jaipur,purchased,yes,131,77.5,1,171.0,2,0,0,0,2.0
CP1562,U0290,CAT07,B024,percentage,70.0,199,2024-10-18,2025-01-03,4513.35,available,Hyderabad,earned,yes,77,70.0,2,198.0,0,2,1,0,0.0
CP1563,U0119,CAT07,B025,percentage,22.2,1499,2024-05-08,2024-12-14,2033.87,swapped,Jaipur,gifted,yes,220,22.2,1,97.0,0,0,1,0,0.0
CP1564,U0460,CAT09,B032,flat,200.0,199,2024-01-28,2024-04-19,3521.04,swapped,Bhopal,purchased,yes,82,5.68,3,178.0,1,1,0,0,0.3333
CP1565,U0162,CAT01,B001,percentage,16.9,1999,2024-06-29,2024-12-13,730.27,available,Chennai,earned,yes,167,16.9,2,188.5,0,2,0,0,0.0
CP1566,U0049,CAT06,B023,percentage,29.9,299,2023-01-11,2023-07-22,1088.92,expired,Hyderabad,earned,yes,192,29.9,3,120.0,0,1,0,1,0.0
CP1567,U0249,CAT05,B018,flat,50.0,999,2024-06-13,2025-02-24,2331.93,available,Indore,earned,yes,256,2.14,3,121.67,1,0,0,0,0.3333
CP1568,U0257,CAT06,B023,flat,100.0,999,2023-06-07,2023-08-23,1219.52,expired,Surat,earned,yes,77,8.2,2,171.0,2,2,1,0,1.0
CP1569,U0248,CAT10,B034,flat,50.0,499,2023-11-06,2024-09-08,255.16,claimed,Chandigarh,earned,yes,307,19.6,3,227.0,1,1,0,0,0.3333
CP1570,U0049,CAT04,B014,flat,500.0,299,2024-03-16,2024-10-13,4369.41,swapped,Chennai,gifted,no,211,11.44,2,269.0,3,0,0,1,1.5
CP1571,U0403,CAT07,B025,percentage,44.0,1999,2024-10-13,2025-07-27,1828.42,claimed,Kolkata,earned,yes,287,44.0,1,46.0,1,2,1,1,1.0
CP1572,U0404,CAT06,B023,percentage,64.5,199,2023-05-19,2024-01-11,139.05,claimed,Chandigarh,gifted,yes,237,64.5,1,117.0,2,0,0,1,2.0
CP1573,U0403,CAT06,B022,flat,250.0,999,2024-01-18,2024-03-29,1989.36,claimed,Chennai,purchased,no,71,12.57,5,129.0,1,0,0,1,0.2
CP1574,U0208,CAT01,B001,percentage,31.5,199,2024-11-10,2025-10-31,3796.82,swapped,Indore,purchased,no,355,31.5,3,105.0,0,0,1,2,0.0
CP1575,U0406,CAT04,B015,flat,50.0,199,2023-04-03,2023-07-28,1266.14,available,Lucknow,earned,yes,116,3.95,0,0.0,0,0,0,0,0.0
CP1576,U0426,CAT10,B033,flat,300.0,1499,2024-02-08,2024-06-04,2244.75,available,Chandigarh,purchased,no,117,13.36,3,222.67,1,0,0,0,0.3333
CP1577,U0332,CAT01,B003,percentage,18.9,0,2024-05-03,2024-10-25,142.88,available,Bengaluru,purchased,yes,175,18.9,5,114.4,0,3,0,0,0.0
CP1578,U0091,CAT10,B034,percentage,62.2,199,2024-07-05,2025-06-17,843.59,expired,Bengaluru,purchased,yes,347,62.2,1,39.0,0,0,0,0,0.0
CP1579,U0074,CAT07,B024,flat,300.0,499,2023-01-22,2023-11-18,2454.98,available,Chandigarh,purchased,yes,300,12.22,1,35.0,1,0,1,0,1.0
CP1580,U0145,CAT07,B024,percentage,37.7,199,2023-05-13,2023-12-29,3558.12,expired,Kochi,purchased,no,230,37.7,2,228.5,1,1,0,2,0.5
CP1581,U0423,CAT04,B016,percentage,25.4,499,2023-04-03,2023-12-16,3312.22,swapped,Hyderabad,purchased,yes,257,25.4,2,112.0,0,0,1,0,0.0
