user_id,age,gender,city,state,account_created_date,preferred_discount_min,preferred_discount_max,activity_level,preferred_discount_range,total_views_count,avg_view_duration,total_requests_count,accepted_requests_count,total_usage_count,swaps_proposed_count,swaps_received_count,avg_rating_received,ratings_count,total_preferences_count,swaps_completed_count
U0434,36,Female,Visakhapatnam,Andhra Pradesh,2024-10-23,8,43,high,35,10,169.4,3,1,1,0,0,0.0,0,4,0
U0435,58,Female,Bengaluru,Karnataka,2022-11-09,32,67,medium,35,9,155.0,3,0,0,1,2,0.0,0,4,0
U0436,31,Other,Visakhapatnam,Andhra Pradesh,2022-11-15,24,39,medium,15,11,124.27,2,0,2,0,0,0.0,0,1,0
U0437,37,Female,Bengaluru,Karnataka,2023-05-04,30,77,low,47,7,139.43,3,2,0,1,1,2.5,2,2,2
U0438,47,Female,Hyderabad,Telangana,2022-04-23,10,47,medium,37,10,211.5,1,1,4,0,0,0.0,0,2,0
U0439,63,Male,Mumbai,Maharashtra,2022-01-24,16,33,low,17,6,133.67,4,2,2,3,1,0.0,0,3,1
U0440,64,Male,Visakhapatnam,Andhra Pradesh,2024-02-01,27,70,low,43,11,181.82,2,1,4,0,1,0.0,0,2,0
U0441,39,Female,Mumbai,Maharashtra,2023-07-12,22,39,medium,17,10,174.9,3,1,0,0,6,3.67,3,3,4
U0442,49,Male,Bengaluru,Karnataka,2024-01-08,21,67,low,46,12,135.25,3,0,1,1,3,1.0,1,2,1
U0443,34,Female,Chennai,Tamil Nadu,2022-08-25,15,48,low,33,12,143.92,8,2,2,0,0,0.0,0,3,0
U0444,18,Male,Delhi,Delhi,2024-08-24,37,47,medium,10,11,102.55,2,0,4,0,2,3.0,1,2,1
U0445,53,Female,Delhi,Delhi,2024-05-08,14,35,low,21,4,114.5,3,2,1,1,0,4.0,1,1,1
U0446,35,Female,Surat,Gujarat,2024-02-03,20,56,low,36,13,204.92,2,1,1,2,0,3.0,1,3,2
U0447,51,Other,Pune,Maharashtra,2024-04-01,8,29,low,21,11,134.82,2,1,1,0,1,4.0,1,3,1
U0448,38,Male,Lucknow,Uttar Pradesh,2024-07-24,34,62,low,28,14,169.93,4,1,1,0,0,0.0,0,1,0
U0449,37,Female,Patna,Bihar,2023-05-12,17,45,medium,28,9,136.67,6,1,3,0,1,0.0,0,2,0
U0450,33,Male,Coimbatore,Tamil Nadu,2024-04-19,36,58,low,22,10,137.7,2,1,3,0,0,0.0,0,3,0
U0451,39,Male,Mumbai,Maharashtra,2024-02-10,39,71,high,32,11,139.09,4,0,1,1,2,2.33,3,1,3
U0452,51,Other,Kolkata,West Bengal,2024-05-09,24,40,medium,16,6,182.17,8,3,3,0,1,2.0,1,1,1
U0453,23,Male,Jaipur,Rajasthan,2023-04-20,8,27,high,19,5,198.2,2,1,1,0,0,0.0,0,1,0
U0454,47,Other,Kochi,Kerala,2022-06-23,38,74,medium,36,6,140.5,3,0,1,2,1,4.0,1,3,1
U0455,22,Female,Chandigarh,Punjab,2022-05-08,37,55,medium,18,16,155.69,1,0,1,1,0,0.0,0,4,1
U0456,34,Female,Lucknow,Uttar Pradesh,2024-03-15,13,38,medium,25,13,132.92,4,1,1,1,0,0.0,0,1,0
U0457,35,Male,Indore,Madhya Pradesh,2023-02-20,25,55,low,30,11,118.27,1,0,1,0,1,0.0,0,1,1
U0458,28,Male,Hyderabad,Telangana,2023-10-06,11,30,medium,19,12,183.08,4,0,3,0,1,0.0,0,1,0
U0459,46,Male,Kolkata,West Bengal,2023-06-27,39,71,high,32,8,138.75,3,0,0,1,0,4.0,1,3,1
U0460,63,Female,Lucknow,Uttar Pradesh,2022-03-24,10,30,low,20,13,146.23,4,1,1,1,0,0.0,0,2,0
U0461,63,Male,Bengaluru,Karnataka,2023-12-30,25,44,medium,19,10,148.7,3,0,0,2,0,4.0,1,2,1
U0462,29,Male,Jaipur,Rajasthan,2024-04-08,8,37,high,29,3,153.33,2,0,3,2,0,3.0,1,4,1
U0463,24,Male,Pune,Maharashtra,2022-10-14,40,85,low,45,8,110.38,7,2,1,2,1,4.0,1,2,1
U0464,30,Female,Ahmedabad,Gujarat,2024-02-02,8,32,medium,24,7,128.43,5,1,0,0,1,5.0,1,2,1
U0465,34,Female,Patna,Bihar,2022-06-03,10,57,low,47,9,143.11,6,1,0,2,1,0.0,0,3,1
U0466,26,Male,Indore,Madhya Pradesh,2023-11-11,9,31,low,22,5,201.6,1,0,0,1,3,3.25,4,3,4
U0467,54,Male,Chennai,Tamil Nadu,2024-03-19,34,47,medium,13,14,169.71,2,1,4,2,3,0.0,0,1,0
U0468,40,Male,Chennai,Tamil Nadu,2023-01-19,29,66,medium,37,10,154.9,3,1,4,3,0,4.0,2,2,3
U0469,57,Female,Delhi,Delhi,2023-05-19,33,52,medium,19,11,110.18,5,3,3,0,1,0.0,0,3,0
U0470,48,Male,Coimbatore,Tamil Nadu,2023-07-27,36,72,medium,36,13,141.15,3,2,1,4,2,3.0,3,3,3
U0471,33,Female,Visakhapatnam,Andhra Pradesh,2022-02-09,31,53,high,22,7,147.29,3,1,1,0,2,2.0,2,4,2
U0472,49,Male,Coimbatore,Tamil Nadu,2024-10-25,27,67,medium,40,10,166.9,3,0,4,3,0,3.0,3,2,3
U0473,38,Female,Mumbai,Maharashtra,2022-03-02,22,43,high,21,9,139.78,2,1,2,1,1,5.0,1,3,1
U0474,51,Male,Nagpur,Maharashtra,2023-04-22,22,35,high,13,7,177.29,6,2,3,0,1,0.0,0,4,1
U0475,35,Female,Pune,Maharashtra,2022-04-25,11,36,high,25,7,168.57,2,0,0,1,0,4.0,1,2,1
U0476,40,Female,Chandigarh,Punjab,2022-12-22,19,65,low,46,10,199.1,2,2,3,1,3,4.0,3,2,3
U0477,19,Female,Patna,Bihar,2023-12-22,25,57,high,32,14,163.64,2,1,1,2,0,0.0,0,3,0
U0478,49,Female,Kolkata,West Bengal,2022-12-26,14,60,medium,46,18,155.06,4,2,5,2,2,2.5,2,3,2
U0479,56,Male,Pune,Maharashtra,2024-12-14,10,23,medium,13,7,161.0,4,1,3,1,0,0.0,0,1,0
U0480,26,Male,Kolkata,West Bengal,2022-12-30,26,75,high,49,7,131.29,2,0,2,0,2,1.0,2,4,2
U0481,27,Female,Mumbai,Maharashtra,2022-10-18,25,38,high,13,9,150.11,2,0,1,1,1,0.0,0,1,0
U0482,41,Female,Bengaluru,Karnataka,2024-03-21,38,71,medium,33,12,173.92,4,0,2,2,2,2.0,2,4,2
U0483,26,Other,Surat,Gujarat,2024-06-13,26,55,high,29,8,117.62,5,0,1,0,2,1.0,1,3,1
U0484,63,Other,Chennai,Tamil Nadu,2024-01-01,36,66,low,30,11,164.09,3,0,1,0,0,0.0,0,4,0
U0485,64,Female,Lucknow,Uttar Pradesh,2022-09-18,16,50,low,34,11,161.27,7,2,4,0,1,0.0,0,3,0
U0486,54,Male,Chandigarh,Punjab,2023-10-14,5,51,high,46,9,148.56,1,0,4,1,1,3.0,2,3,2
U0487,24,Female,Patna,Bihar,2022-10-16,19,69,medium,50,12,176.42,2,0,4,0,0,0.0,0,4,0
U0488,38,Male,Kochi,Kerala,2022-07-01,9,34,high,25,9,164.11,4,0,2,0,2,5.0,1,1,1
U0489,34,Male,Mumbai,Maharashtra,2022-05-19,26,64,medium,38,7,93.43,2,1,2,0,0,0.0,0,4,0
U0490,42,Male,Delhi,Delhi,2024-05-09,11,21,high,10,9,119.67,6,1,4,0,1,0.0,0,3,0
U0491,40,Female,Chandigarh,Punjab,2022-07-27,31,72,high,41,5,161.6,2,1,4,2,2,5.0,1,4,1
U0492,22,Female,Indore,Madhya Pradesh,2022-03-10,19,39,medium,20,5,149.8,4,2,0,0,0,0.0,0,1,0
U0493,22,Male,Hyderabad,Telangana,2024-02-08,25,51,low,26,7,231.71,4,1,3,0,2,0.0,0,1,0
U0494,39,Female,Bengaluru,Karnataka,2024-09-15,9,54,medium,45,15,162.2,5,3,3,0,2,1.5,2,1,2
U0495,45,Male,Vadodara,Gujarat,2022-07-27,32,52,medium,20,8,149.25,4,1,3,0,2,3.0,1,3,1
U0496,64,Female,Coimbatore,Tamil Nadu,2023-06-28,17,53,medium,36,9,162.22,1,0,3,1,2,3.5,2,4,2
U0497,21,Male,Hyderabad,Telangana,2024-10-02,24,49,low,25,9,148.0,4,0,1,3,0,0.0,0,1,0
U0498,23,Male,Bhopal,Madhya Pradesh,2024-09-10,28,38,low,10,12,175.0,1,0,1,1,1,5.0,2,2,2
U0499,58,Male,Chennai,Tamil Nadu,2022-06-17,6,29,medium,23,11,143.64,5,2,2,1,1,0.0,0,2,0
U0500,48,Female,Chandigarh,Punjab,2023-06-27,12,41,low,29,10,119.6,6,2,3,0,0,0.0,0,4,0
